AgentType,RoundType,Scenario,PeepConstant,EnforceMajority,AverageUtilityNonCats,AverageUtilityCats,AveragePopularityNonCats,AveragePopularityCats,UtilityLog,PopularityLog
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.6,True,11.6,NAN,148.65912722149181,NAN,"[[12.0, 10.0, 12.0, 13.0, 13.0, 12.0, 12.0, 13.0, 11.0, 12.0], [13.0, 10.0, 12.0, 13.0, 13.0, 13.0, 14.0, 12.0, 10.0, 10.0], [12.0, 13.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 13.0, 10.0], [12.0, 14.0, 12.0, 12.0, 12.0, 10.0, 12.0, 12.0, 12.0, 12.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[[149.3520095076797, 131.2003734649116, 155.12253015438918, 165.97256935006672, 146.7804088048679, 160.543425160181, 150.90865006741842, 159.93614819855367, 130.05929372570847, 143.25821697062187], [148.69098117060324, 127.90438353101385, 162.08069096236432, 152.7642584510545, 164.0445326464666, 150.7142477585181, 167.55924928859804, 155.65442230619735, 130.70896676888762, 122.69850984120151], [150.64185262371987, 149.86987706263562, 161.6798397952058, 132.73720459337855, 141.0641618242042, 155.53535429386318, 162.59633813581874, 143.16800043423268, 145.00030010495482, 152.3278691351194], [164.15776696394883, 148.45657308977562, 157.19318208265736, 146.79743066095526, 163.761842216108, 152.12019605793708, 144.72792811891307, 129.39388419951285, 142.17662854419325, 143.8794992353713], [146.6722312573745, 145.01700711015621, 163.64514645931087, 114.04897422132902, 134.98206812656045, 165.67054597948555, 162.16539856979955, 153.0721944853858, 131.21919335209054, 153.22400421128827]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.7,True,10.8,NAN,147.99111164856293,NAN,"[[12.0, 12.0, 12.0, 12.0, 12.0, 13.0, 12.0, 12.0, 13.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [13.0, 11.0, 12.0, 13.0, 12.0, 11.0, 12.0, 12.0, 12.0, 12.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[[143.21619887091217, 142.78166202391816, 155.6232838848781, 154.34080333205836, 137.56108536554407, 165.8993256716703, 165.09758144419533, 141.9934005720503, 137.7283623139118, 149.59126018489454], [162.58948838354567, 160.1226011636061, 139.82513626845264, 152.96758450801053, 135.12701938391612, 151.61013214277406, 150.493287248246, 134.85992711826094, 150.5984609100127, 150.12104645517394], [158.46583350604715, 143.94474980801536, 155.2264402096603, 148.59131176516215, 163.33510205433348, 143.13245211737618, 150.60010306170463, 128.1885347599593, 147.09184193162258, 156.2422810250139], [122.98992678619393, 139.24654249869775, 165.471693743431, 133.67393673571232, 176.97391216146974, 168.7508705311323, 166.71496501087327, 129.62898668843778, 134.0557936431074, 154.3350471696996], [107.13450481175435, 157.28556717351643, 133.74906034994123, 154.65666710454403, 133.88462131275145, 127.67422763197196, 149.3833883463211, 155.89581983178655, 137.70505024966664, 173.37870316221006]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.8,True,12.000000000000002,NAN,149.02606457246125,NAN,"[[14.0, 14.0, 14.0, 15.0, 12.0, 13.0, 15.0, 15.0, 14.0, 14.0], [12.0, 12.0, 12.0, 12.0, 10.0, 12.0, 13.0, 12.0, 12.0, 13.0], [13.0, 12.0, 12.0, 13.0, 12.0, 12.0, 12.0, 12.0, 12.0, 10.0], [12.0, 13.0, 11.0, 10.0, 12.0, 12.0, 12.0, 12.0, 13.0, 13.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[[111.44013158068762, 145.90763938850728, 152.33957542520798, 146.23861971647764, 166.80067170287577, 147.45211344017454, 155.98531315269585, 145.6350843638284, 148.0295776822259, 164.57394304434152], [155.56434747573292, 160.7363458106189, 154.4786615537434, 159.59151819951828, 146.71942863608987, 157.1102589336299, 142.28611883760388, 134.80546589070994, 130.7650224025433, 152.18210233735246], [147.0339283419166, 142.88191599871985, 158.41602937640417, 136.9536563764236, 164.48087375495342, 153.49877492649384, 148.9055033666255, 150.2021563933882, 152.8507122068979, 134.09848839339205], [157.24320556649093, 153.6784802874149, 134.40797648971326, 168.1112898888679, 151.86337330139474, 145.88038269247997, 154.20232347388614, 139.82673750098417, 133.4477556767396, 155.6757680395254], [117.10958822043081, 148.50043695935312, 161.18841530879132, 153.521240275286, 159.83849414822538, 162.876150016841, 141.1919618072483, 146.8612389453535, 138.16122468503178, 159.7532066292249]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.9,True,11.200000000000001,NAN,148.6991087906081,NAN,"[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [12.0, 15.0, 11.0, 16.0, 15.0, 13.0, 13.0, 15.0, 15.0, 15.0], [12.0, 12.0, 12.0, 12.0, 10.0, 13.0, 13.0, 12.0, 12.0, 12.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[[153.99095802287687, 162.79185562240343, 157.84289886579248, 159.44203287324362, 132.21500709985602, 151.4488419777103, 147.43432541275112, 143.0962574468172, 144.47920002983372, 141.7500970510019], [135.20763106226153, 168.28130903161863, 146.7575476919731, 152.82421195914011, 151.86965831439346, 163.81824359943482, 144.87481342671188, 121.36687704291863, 139.02090446796865, 162.6257127631833], [141.04244203284907, 167.61386115453595, 131.04977561307172, 144.4305146749665, 154.3936525220863, 150.26576922358834, 149.09457610844646, 144.4518472357404, 159.34560224586585, 148.11166736061838], [144.28802916845027, 154.78839624546427, 165.7701148768861, 152.85001347852068, 119.02008846980081, 159.88141680936837, 143.56561119113078, 156.87635470323482, 145.24614813602102, 149.93350236424405], [138.42146213702762, 145.80988933370597, 165.94317476807996, 163.21851009861774, 127.929210490825, 149.45392294347724, 183.3923805433234, 117.92739903926497, 130.33493551620165, 149.36678728309977]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,1.0,True,12.0,NAN,148.10692086634887,NAN,"[[13.0, 11.0, 12.0, 12.0, 12.0, 11.0, 12.0, 12.0, 13.0, 12.0], [13.0, 13.0, 12.0, 11.0, 12.0, 11.0, 13.0, 11.0, 12.0, 12.0], [13.0, 10.0, 13.0, 11.0, 12.0, 12.0, 12.0, 13.0, 12.0, 12.0], [13.0, 13.0, 10.0, 12.0, 13.0, 12.0, 12.0, 12.0, 13.0, 10.0], [10.0, 15.0, 14.0, 14.0, 10.0, 14.0, 13.0, 10.0, 10.0, 10.0]]","[[142.57613009339005, 147.20156844703385, 155.19336680362616, 161.21876753020504, 154.67046812860465, 138.47340573660483, 159.26429070874022, 122.65164891645928, 153.7070032455291, 155.8364535291869], [164.0985689239849, 160.05711658510708, 159.02345568208693, 132.1005211092795, 159.7958136379369, 144.3355278680992, 148.44240113818515, 112.57688911343298, 156.59256523794488, 154.09583511816817], [150.51147902246043, 150.90185220452213, 158.5042758106092, 124.55917177116149, 149.04914128703336, 170.04827664658572, 170.22235043124635, 136.0745386340964, 131.1700865318803, 147.00017378399613], [149.0912181205517, 162.00295320876677, 137.28401685610365, 160.39473467860086, 165.33208234822388, 157.81947336596826, 156.5212124788176, 142.0828142857634, 140.6249327519648, 121.05212479299784], [146.74048524902142, 158.2707010110014, 157.64151499983566, 156.81901403998555, 123.59583082961886, 167.42798877684157, 149.9232016812982, 108.15429389700161, 142.32134152798858, 132.29296473989444]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.0,False,14.0,NAN,146.7455087620421,NAN,"[[15.0, 12.0, 14.0, 15.0, 16.0, 13.0, 15.0, 14.0, 14.0, 12.0], [13.0, 12.0, 17.0, 16.0, 14.0, 11.0, 15.0, 14.0, 14.0, 14.0], [15.0, 15.0, 12.0, 15.0, 12.0, 14.0, 14.0, 14.0, 15.0, 14.0], [19.0, 22.0, 10.0, 10.0, 10.0, 17.0, 14.0, 10.0, 10.0, 18.0], [16.0, 14.0, 10.0, 16.0, 14.0, 10.0, 10.0, 10.0, 20.0, 20.0]]","[[141.3158430871751, 130.54228345970913, 164.39025357347245, 152.67593871446536, 153.62559550399877, 142.7404924911546, 162.13055969570385, 156.12770517112585, 139.01768007621587, 150.24445826717405], [134.82765317680915, 150.8901233740006, 164.9147229479346, 137.4487275759327, 173.31509591434605, 152.93245868186966, 157.88501014486346, 116.2274887452356, 135.73807411487795, 168.76191695031343], [153.71840673025517, 162.1002936953527, 141.7994967485494, 135.24455474175363, 142.88423190341095, 145.23056062122623, 158.86221378122488, 150.83550049185467, 133.7663624252267, 150.38555701131588], [190.1957446247918, 167.35036359251617, 135.86645534121476, 116.76151855957634, 153.0754578068192, 142.56842819744813, 122.0745877054018, 151.21718443446258, 116.99745441517337, 148.16110751369337], [154.72856407520013, 144.70585944630298, 83.9497176271272, 144.10411506456086, 144.69220014990339, 152.4102047857733, 144.75204042632956, 113.8160582630052, 169.61336084724786, 179.65575540900986]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.1,False,14.0,NAN,147.19539265052668,NAN,"[[16.0, 13.0, 15.0, 12.0, 14.0, 15.0, 13.0, 15.0, 12.0, 15.0], [14.0, 16.0, 14.0, 12.0, 14.0, 14.0, 16.0, 14.0, 14.0, 12.0], [16.0, 16.0, 14.0, 14.0, 12.0, 14.0, 14.0, 12.0, 16.0, 12.0], [14.0, 16.0, 15.0, 13.0, 15.0, 14.0, 14.0, 13.0, 13.0, 13.0], [16.0, 22.0, 10.0, 15.0, 10.0, 11.0, 14.0, 12.0, 16.0, 14.0]]","[[143.9546414337465, 155.93661418823527, 156.02234767665738, 142.66876356279752, 145.84331399209412, 164.05292664928808, 155.05755548208455, 130.70002753637866, 138.07012673016678, 150.99195039312343], [168.93446178995708, 158.4459142284612, 139.58926818381008, 148.3953667606743, 164.45058717098613, 158.41641790210502, 156.86385093970057, 103.87830709669417, 152.84680937926137, 135.09349003435796], [157.82082867220757, 150.4994605626885, 147.69647029651756, 142.7958839373283, 139.4222617476472, 165.49719038635675, 141.31700237821124, 83.63997747362413, 188.77444200553944, 167.62875580255627], [139.64815413535186, 160.8459823325636, 153.9747611658381, 130.65715433812585, 155.84633625723637, 168.0598688232182, 178.55976522931985, 116.35827870255036, 142.82856643718986, 142.44339414986533], [169.1398940618324, 173.11916992147655, 107.54813382340834, 158.7073476797804, 149.19551634928246, 105.75811077754882, 138.37968359712116, 132.23524128046336, 162.53326205074183, 118.62599702016226]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.2,False,14.0,NAN,144.46974555301207,NAN,"[[14.0, 12.0, 15.0, 15.0, 15.0, 16.0, 14.0, 15.0, 12.0, 12.0], [16.0, 13.0, 15.0, 16.0, 13.0, 16.0, 13.0, 15.0, 10.0, 13.0], [10.0, 10.0, 21.0, 10.0, 20.0, 14.0, 14.0, 21.0, 10.0, 10.0], [13.0, 15.0, 17.0, 17.0, 10.0, 15.0, 17.0, 10.0, 10.0, 16.0], [10.0, 16.0, 10.0, 15.0, 13.0, 16.0, 16.0, 15.0, 16.0, 13.0]]","[[141.20123013658682, 127.22420910741194, 158.40996751036207, 139.29926279902793, 158.0029737625936, 163.29648752832074, 160.77686495954663, 128.49117422174027, 151.05113564614544, 158.71206748640083], [180.2174894768824, 134.7023277247296, 153.29419913157705, 178.11567394608116, 131.05687642371845, 160.2751775624008, 133.30799398874365, 156.9348759061682, 61.80588147458026, 163.9680774383658], [196.5429161620716, 118.20879323216276, 119.34273268874061, 131.52915034832716, 108.17245385819201, 146.39815980569793, 132.0525252620337, 154.6097077892856, 166.73461488818106, 125.80349266766493], [125.4511124759926, 178.91312086813988, 168.0124123592186, 159.63039637319574, 89.47917822015773, 183.84164431734894, 167.26652272339487, 117.21362094273546, 105.90444342946138, 151.08636760137773], [138.2763702451395, 165.72848049347246, 86.07488053789837, 133.2473294275904, 120.71849024901935, 132.7454376045337, 182.81070813522575, 157.6605484664594, 159.60469027051215, 160.28302997599008]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.3,False,14.0,NAN,147.51689521748094,NAN,"[[16.0, 14.0, 14.0, 15.0, 13.0, 14.0, 15.0, 13.0, 14.0, 12.0], [17.0, 13.0, 14.0, 15.0, 14.0, 13.0, 14.0, 15.0, 13.0, 12.0], [15.0, 14.0, 14.0, 16.0, 12.0, 15.0, 14.0, 12.0, 15.0, 13.0], [14.0, 12.0, 12.0, 13.0, 13.0, 15.0, 15.0, 14.0, 19.0, 13.0], [16.0, 13.0, 10.0, 14.0, 16.0, 13.0, 16.0, 17.0, 10.0, 15.0]]","[[160.82339156684048, 149.5985301891891, 159.72981834914225, 157.45251194028907, 157.44362326676634, 160.73272615210323, 177.69317795654624, 107.5732287002973, 135.14615937198818, 125.31700198676435], [131.9063534922431, 140.2029669861725, 155.9520446366828, 146.88842823519232, 154.09350117915173, 150.74762780168749, 149.7856648605115, 159.24468707826628, 148.31815237086576, 150.67263814891786], [155.4053984016226, 140.3690930249018, 161.61620080432874, 145.10325057591362, 134.36736594208364, 162.0699179734604, 162.02255332621226, 104.69801278048706, 153.19433600559702, 166.95647656014245], [133.28503119290986, 149.71323757852574, 130.57150548763033, 144.2766014805823, 131.61586104555596, 174.70996997603262, 174.79597787216443, 144.02018954174693, 154.64819889158906, 146.63331241847524], [163.43661653185353, 129.80257041273305, 103.01479418263983, 153.96294801551304, 162.1854262889534, 123.68940350458735, 162.26519920331216, 182.3635768591623, 84.47707502086726, 161.2524257048467]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.4,False,14.0,NAN,149.26066201587366,NAN,"[[14.0, 12.0, 15.0, 14.0, 12.0, 16.0, 15.0, 15.0, 14.0, 13.0], [14.0, 14.0, 15.0, 12.0, 14.0, 16.0, 14.0, 15.0, 14.0, 12.0], [16.0, 15.0, 15.0, 15.0, 12.0, 14.0, 14.0, 12.0, 12.0, 15.0], [14.0, 15.0, 12.0, 16.0, 12.0, 14.0, 15.0, 14.0, 14.0, 14.0], [14.0, 15.0, 14.0, 14.0, 12.0, 15.0, 12.0, 16.0, 14.0, 14.0]]","[[134.92146654623915, 140.6734557563938, 151.9567572410975, 122.95193146807895, 160.39513362670152, 176.04226690834867, 174.2567689266835, 142.54641897656003, 141.3694220760072, 147.33291254916895], [139.9350368193008, 146.20373151261512, 168.51487558091986, 157.78105041551433, 143.97059215753495, 147.95553086495474, 149.83626984829172, 152.85986374195537, 156.07588074797306, 130.91130248065699], [150.34124450271247, 145.93718907575712, 168.04991808244574, 148.69436586049673, 138.28212740018162, 161.7838730989635, 157.84904585110962, 126.82493779175657, 146.15068814257796, 150.4413113286041], [145.64589776237818, 157.76059899604206, 133.44443574732975, 151.42319832885357, 152.9389115075999, 162.74848386084807, 146.5382306638904, 143.2402765834958, 153.77470180116978, 147.06725947313998], [151.40333709740764, 151.90499744533895, 149.28210093785296, 168.6356054536115, 135.38873052243179, 159.88940166363778, 160.014126705302, 127.82130364454075, 136.26358035202742, 147.0025528671843]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.5,False,14.0,NAN,148.83695539637603,NAN,"[[14.0, 14.0, 12.0, 14.0, 12.0, 15.0, 15.0, 15.0, 14.0, 15.0], [16.0, 12.0, 12.0, 15.0, 15.0, 14.0, 16.0, 12.0, 14.0, 14.0], [12.0, 14.0, 12.0, 16.0, 15.0, 14.0, 15.0, 12.0, 14.0, 16.0], [14.0, 16.0, 14.0, 15.0, 12.0, 13.0, 14.0, 15.0, 12.0, 15.0], [15.0, 12.0, 13.0, 12.0, 15.0, 15.0, 15.0, 19.0, 12.0, 12.0]]","[[156.35057508298263, 148.26591178045294, 151.53994971788958, 139.60814153797014, 129.907161542221, 164.71051978845952, 151.68164030511724, 151.19764183524273, 134.76605637155114, 164.47109152623258], [159.99421645243754, 123.96931596442384, 159.32021052212087, 170.96769422909023, 158.10626439867877, 146.36905987092092, 179.49884208230367, 97.62940177349658, 135.33666481567076, 158.49622709338192], [146.6419874077992, 153.15473636822102, 137.228150840678, 168.4224618051917, 154.5817588800562, 130.7874315641405, 137.6860615653221, 146.96207107010582, 148.57821554072515, 169.58311715352966], [147.55899043560535, 163.88878252843296, 158.51593608065443, 155.13611581197688, 146.33057292215176, 163.25197941721947, 144.46532674730153, 111.00667300055109, 130.78359802951263, 159.35771072806705], [149.18171329568042, 105.54147385385065, 182.22261633601704, 111.09585500241559, 166.32784418311687, 168.05802988164237, 178.19102724202122, 124.43821051864818, 149.97023288463265, 150.71250203289077]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.6,False,14.0,NAN,148.8387886476361,NAN,"[[15.0, 14.0, 14.0, 14.0, 14.0, 14.0, 16.0, 14.0, 15.0, 10.0], [14.0, 15.0, 12.0, 15.0, 14.0, 15.0, 14.0, 13.0, 12.0, 16.0], [14.0, 14.0, 14.0, 16.0, 12.0, 14.0, 14.0, 13.0, 15.0, 14.0], [16.0, 15.0, 14.0, 16.0, 12.0, 14.0, 12.0, 14.0, 13.0, 14.0], [16.0, 17.0, 14.0, 14.0, 14.0, 12.0, 15.0, 11.0, 15.0, 12.0]]","[[137.90551498166093, 148.15493229829252, 158.11590535861788, 147.75756756156204, 146.37401634282762, 152.1741615429561, 159.9398196300095, 141.89753227369675, 163.67226322923085, 136.512716509715], [152.44003893105034, 158.6762766410598, 142.22472168602644, 144.36077851931967, 143.82685730984727, 162.95417409416024, 158.1389055776326, 113.43163108997784, 143.51559316319748, 174.11439856035108], [152.873869071206, 146.85592336551053, 153.2363276856136, 160.23956076557775, 154.16024241370744, 133.2940116641482, 155.857199307598, 136.88598022987316, 150.9676131358658, 150.40400927214048], [134.71819417977957, 156.4746932528745, 140.04651935023855, 185.73978056413927, 164.75730658005935, 159.5650090776096, 136.09437310572892, 131.41406993105247, 130.90863664854106, 155.0547377323752], [130.4811432992595, 144.14775173347772, 183.64932430997732, 125.95020652859137, 133.00368780522672, 162.74116867699883, 140.1184163420953, 165.94376489415382, 148.8085135100885, 131.35959264710425]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.7,False,14.0,NAN,149.15979983572942,NAN,"[[14.0, 16.0, 14.0, 14.0, 12.0, 12.0, 14.0, 14.0, 16.0, 14.0], [14.0, 17.0, 12.0, 12.0, 14.0, 14.0, 15.0, 14.0, 14.0, 14.0], [14.0, 15.0, 12.0, 14.0, 12.0, 14.0, 15.0, 14.0, 14.0, 16.0], [15.0, 14.0, 12.0, 14.0, 14.0, 14.0, 15.0, 16.0, 14.0, 12.0], [15.0, 15.0, 15.0, 14.0, 12.0, 12.0, 14.0, 15.0, 14.0, 14.0]]","[[148.932802389076, 150.81260698370357, 150.982844922737, 145.90952901074, 140.24794182241484, 150.9250818153528, 158.5850450376021, 143.5297425383248, 157.6466338236241, 147.17725300747176], [139.39614513769592, 160.49961493364665, 141.93346615482503, 167.0802003478466, 156.77759237101816, 152.80563170479547, 145.7321715063759, 122.36744044245805, 141.6528870172137, 163.63897770607704], [138.2934282725598, 142.8115375212631, 151.47684242369832, 160.51738392545835, 143.438223032131, 150.2697548069707, 159.5949730190772, 143.595187395627, 153.9173819474224, 144.76431172566052], [151.84283284670394, 140.9735673902154, 161.04148344073496, 140.62871518512569, 154.09169330338975, 159.4933216829397, 158.80397815941018, 141.85666599542373, 147.30945119981342, 135.67697040893813], [132.799262203395, 167.70597618765058, 156.92141496910926, 141.8555632079008, 132.67515177739503, 171.33554258055545, 149.37210055425024, 131.46858483211582, 155.03814069541409, 151.78694242312207]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.8,False,14.0,NAN,148.46679276173552,NAN,"[[15.0, 14.0, 15.0, 15.0, 12.0, 15.0, 12.0, 14.0, 14.0, 14.0], [15.0, 14.0, 14.0, 14.0, 10.0, 14.0, 15.0, 14.0, 16.0, 14.0], [14.0, 15.0, 15.0, 13.0, 14.0, 13.0, 15.0, 14.0, 17.0, 10.0], [13.0, 14.0, 15.0, 10.0, 13.0, 19.0, 17.0, 13.0, 13.0, 13.0], [15.0, 15.0, 12.0, 14.0, 14.0, 14.0, 14.0, 15.0, 15.0, 12.0]]","[[162.38121120862905, 142.26600362838582, 153.2111507276943, 155.1416496529073, 143.3733733413927, 139.1433116305153, 160.76613355835082, 125.60668781569949, 142.83119446522159, 157.66704765594173], [143.3419874086401, 143.51037687688626, 156.32354433434347, 152.22795193388666, 145.68972435514564, 152.7620752904703, 158.0624379932575, 138.15774317679578, 144.9154771756132, 159.14147336064698], [137.4493106473722, 155.1429912338824, 165.66615520996635, 159.24569684048487, 145.90657681009316, 152.5799550573537, 145.1540242335562, 136.82092105082813, 159.06901317516213, 136.2410572085491], [145.16772568175585, 145.4723639363083, 174.04880757047115, 146.95860756597492, 129.86227515669037, 159.90306097175483, 169.19715011785638, 123.73386596124466, 143.08476697751803, 136.04753911968885], [146.48074368604458, 146.89942129881987, 151.74236160594424, 150.2815467033126, 139.85573812236655, 128.4691737860238, 162.5246962741358, 158.9677122108108, 133.99475046852996, 160.85107381385217]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,0.9,False,14.0,NAN,149.2272068804102,NAN,"[[15.0, 15.0, 13.0, 13.0, 14.0, 13.0, 15.0, 13.0, 15.0, 14.0], [16.0, 13.0, 15.0, 14.0, 14.0, 15.0, 14.0, 15.0, 12.0, 12.0], [12.0, 15.0, 16.0, 16.0, 10.0, 17.0, 12.0, 12.0, 15.0, 15.0], [14.0, 17.0, 14.0, 14.0, 14.0, 11.0, 14.0, 14.0, 14.0, 14.0], [14.0, 14.0, 15.0, 15.0, 10.0, 14.0, 14.0, 12.0, 17.0, 15.0]]","[[151.5904775392701, 140.93997647537367, 182.34268053115142, 125.26539149020961, 156.17033981043602, 139.3234450804238, 161.91514672937646, 121.84641424414177, 164.48720643191052, 148.79759694354027], [137.8139116968595, 140.024602473143, 153.6301703941588, 137.55598113882863, 161.91691732492257, 153.35054557048392, 159.13582274127816, 129.0626600637646, 168.18969900218755, 153.23295666986388], [119.24348018897318, 140.6232476640788, 156.82330941144463, 150.88578355996657, 153.63350745236562, 141.97098956575928, 136.23247201817628, 136.28088045686994, 167.2024342486018, 188.09007117433518], [148.08448385490908, 169.23975747188229, 160.0760732327987, 137.41674538873897, 147.46242365783883, 150.092462404935, 140.8128454298999, 145.60045286765794, 144.52443153804833, 149.48934260561902], [156.4988620695711, 149.92914792978195, 167.92443652411157, 151.8357841959097, 151.72876979628322, 151.47218588299955, 153.95700462057863, 124.4819646762756, 131.92222113808893, 151.2328306426858]]"
mixedSelfPlay.csv,"[4, 3]",SelfPlay,1.0,False,14.0,NAN,149.17675015595498,NAN,"[[13.0, 12.0, 13.0, 15.0, 15.0, 15.0, 14.0, 14.0, 16.0, 13.0], [13.0, 14.0, 12.0, 17.0, 14.0, 13.0, 14.0, 14.0, 14.0, 15.0], [15.0, 12.0, 15.0, 15.0, 14.0, 15.0, 13.0, 15.0, 14.0, 12.0], [15.0, 14.0, 15.0, 14.0, 14.0, 13.0, 15.0, 14.0, 14.0, 12.0], [13.0, 15.0, 12.0, 15.0, 14.0, 13.0, 14.0, 16.0, 14.0, 14.0]]","[[146.32011168648035, 144.67145252432897, 142.73890362706453, 154.79845436333184, 159.45171898896723, 150.62662250278504, 157.51393343833843, 135.9279498414939, 174.53941573285547, 126.13743609401969], [151.35497286393942, 160.76870351660634, 141.5898180137468, 170.37891849752756, 144.76198125641537, 148.17369689738956, 155.41589728594445, 137.2068043654447, 130.08918788169967, 153.9947816423278], [151.71309806276054, 145.84060177663494, 151.0469631011355, 131.9515453373102, 154.73099956302778, 164.21354992089942, 152.72615359751535, 147.85801245832903, 157.57612107093095, 132.14042270360883], [129.05400767791087, 157.96633614306174, 159.2189293568144, 160.1591176794438, 153.0674498817814, 143.42886777327604, 150.21460051626906, 143.56065688302098, 140.91813557529593, 156.13445446783376], [120.62656642720097, 144.9759834615558, 159.77335578927378, 150.25641588389664, 160.23553851735193, 151.5489200543449, 157.35802626153247, 137.74758779652467, 148.29729094968408, 158.03703808881704]]"
